Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
11/08/2023,76.59,77.01,74.63,74.93,-1.8,-2.35%,1052345,1674065
11/07/2023,80.04,80.08,76.54,76.73,-3.26,-4.08%,942721,1688562
11/06/2023,79.85,81.07,79.58,79.99,0.53,+0.67%,650379,1689918
11/03/2023,81.26,82.04,79.12,79.46,-1.74,-2.14%,963284,1691456
11/02/2023,79.5,81.38,79.15,81.2,2.07,+2.62%,776595,1675544
11/01/2023,79.95,81.49,78.98,79.13,-0.29,-0.37%,738399,1680549
10/31/2023,80.65,81.47,79.21,79.42,-0.92,-1.15%,732326,1671255
10/30/2023,82.78,82.78,79.83,80.34,-2.71,-3.26%,720900,1670588
10/27/2023,81.38,83.3,81.1,83.05,1.86,+2.29%,629905,1646258
10/26/2023,82.86,83.17,80.64,81.19,-1.89,-2.27%,697715,1632941
10/25/2023,81.6,83.25,80.15,83.08,1.69,+2.08%,881539,1622665
10/24/2023,83.09,83.28,80.62,81.39,-1.12,-1.36%,818434,1628044
10/23/2023,84.36,84.68,82.43,82.51,-1.96,-2.32%,590445,1631088
10/20/2023,85.05,85.71,84.03,84.47,-0.22,-0.26%,626724,1641488
