Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
08/19/2022,82.6,82.88,81.23,82.82,0.49,+0.60%,630755,1509401
08/18/2022,81.93,82.56,81.39,82.33,0.93,+1.14%,661060,1527828
08/17/2022,80.75,81.76,80.5,81.4,0.89,+1.11%,666630,1530516
08/16/2022,80.51,82.3,80.28,80.51,-1.54,-1.88%,881087,1557349
08/15/2022,82.05,82.05,80.37,82.05,-1.33,-1.60%,697812,1565272
08/12/2022,83.3,83.38,83.08,83.38,-0.96,-1.14%,681527,1573961
08/11/2022,84.34,84.34,84.34,84.34,1.22,+1.47%,926881,1572133
08/10/2022,83.12,83.12,80.54,83.12,1.52,+1.86%,915363,1566745
08/09/2022,81.6,82.85,81.14,81.6,-0.13,-0.16%,845036,1570131
08/08/2022,81.73,81.73,79.33,81.73,2.08,+2.61%,752469,1565769
08/05/2022,79.65,80.08,78.74,79.65,0.2,+0.25%,813977,1580980
08/04/2022,79.45,82.23,79.45,79.45,-2.44,-2.98%,741007,1611717
08/03/2022,83.51,84.71,81.89,81.89,-1.84,-2.20%,947618,1612365
08/02/2022,83.73,84.05,82,83.73,1.26,+1.53%,800031,1606910
08/01/2022,82.47,82.47,81.12,82.47,-2.35,-2.77%,908745,1616894
07/29/2022,84.82,85.56,84.82,84.82,1.58,+1.90%,819434,1609615
07/28/2022,83.24,85.05,83.24,83.24,-0.7,-0.83%,671230,1603321
07/27/2022,83.94,84.04,81.71,83.94,2.18,+2.67%,706712,1592734
07/26/2022,81.76,83.17,81.76,81.76,-0.36,-0.44%,645633,1597451
07/25/2022,82.12,82.12,80.02,82.12,1.79,+2.23%,632116,1599207
07/22/2022,80.33,81.44,80.33,80.33,-0.89,-1.10%,711551,1598004
07/21/2022,81.22,81.22,80.11,81.22,-1.56,-1.88%,730686,1589365
07/20/2022,82.78,82.78,81.71,82.78,0.17,+0.21%,729975,1578047
07/19/2022,82.61,82.61,80.78,82.61,0.45,+0.55%,776197,1577616
07/18/2022,82.45,82.45,78.61,82.16,3.3,+4.18%,739986,1595494
07/15/2022,78.75,79.38,77.49,78.86,0.97,+1.25%,728469,1602623
07/14/2022,77.89,77.89,76.38,77.89,-1.61,-2.03%,1017917,1626811
07/13/2022,79.5,79.5,78.28,79.5,0.86,+1.09%,843880,1617609
07/12/2022,78.64,78.64,78.02,78.64,-4.8,-5.75%,961051,1612803
07/11/2022,83.44,83.44,80.72,83.44,1.05,+1.27%,720793,1614300
07/08/2022,80.53,82.39,80.53,82.39,1.84,+2.28%,685252,1615952
07/07/2022,80.55,80.66,77.22,80.55,2.55,+3.27%,849981,1614141
07/06/2022,78,79.51,76.24,78,-0.4,-0.51%,1062505,1637015
07/05/2022,78,86.18,77.8,78.4,-7.,-8.20%,1392662,1637862
07/01/2022,85.4,85.84,84.25,85.4,0.84,+0.99%,655876,1626674
06/30/2022,84.56,88.15,84.56,84.56,-3.26,-3.71%,843945,1630216
06/29/2022,87.82,90.04,87.82,87.82,-1.55,-1.73%,677647,1647654
06/28/2022,89.37,89.37,89.37,89.37,2.37,+2.72%,647825,1651566
06/27/2022,87,87.04,84.82,87,1.29,+1.51%,571605,1647517
06/24/2022,85.71,86.21,83.45,85.71,1.69,+2.01%,743564,1645460
06/23/2022,84.02,84.02,84.01,84.02,-3.34,-3.82%,761824,1655113
06/22/2022,87.36,87.36,85.44,87.36,-2.01,-2.25%,924875,1649893
06/21/2022,89,90.52,89,89.37,0.63,+0.71%,784587,1656058
06/17/2022,88.74,88.74,88.74,88.74,-4.45,-4.78%,1005808,1662289
06/16/2022,93.19,93.19,91.49,93.19,1.09,+1.18%,879150,1675109
06/15/2022,92.1,92.1,92.1,92.1,-1.19,-1.28%,870055,1689627
06/14/2022,93.29,95.38,92.67,93.29,-1.51,-1.59%,962026,1715674
06/13/2022,94.8,94.89,92.84,94.8,0.33,+0.35%,855546,1738130
06/10/2022,94.47,94.47,93.26,94.47,-0.93,-0.97%,837492,1744296
06/09/2022,95.4,95.4,95.4,95.4,0.51,+0.54%,689661,1760703
06/08/2022,94.1,95.38,94.1,94.89,1.83,+1.97%,768436,1784061
06/07/2022,93.06,93.14,93.06,93.06,2.04,+2.24%,802973,1790618
06/06/2022,91.13,91.67,91.02,91.02,-0.23,-0.25%,519159,1824500
06/03/2022,91.25,91.6,89.92,91.25,0.83,+0.92%,517839,1820899
06/02/2022,90.42,90.42,88.22,90.42,1.3,+1.46%,799581,1810295
06/01/2022,89.12,89.49,89.12,89.12,0.92,+1.04%,671174,1802324
05/31/2022,90,90.32,88.2,88.2,-0.79,-0.89%,918603,1787928
05/27/2022,88.99,88.99,87.87,88.99,0.48,+0.54%,437308,1768423
05/26/2022,88.51,88.51,88.51,88.51,1.41,+1.62%,559681,1755569
05/25/2022,87.1,87.1,87.1,87.1,0.52,+0.60%,399031,1722645
05/24/2022,86.58,86.84,85.72,86.58,0.35,+0.41%,479220,1711863
05/23/2022,86.23,86.23,86.23,86.23,1.01,+1.19%,458164,1713012
05/20/2022,85.22,85.22,84.95,85.22,-0.3,-0.35%,430973,1707194
